"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"DEU","Germany","W","Women","TOTAL","Total","1990","1990",41128172,,
"DEU","Germany","W","Women","TOTAL","Total","1991","1991",41344358,,
"DEU","Germany","W","Women","TOTAL","Total","1992","1992",41555008,,
"DEU","Germany","W","Women","TOTAL","Total","1993","1993",41747085,,
"DEU","Germany","W","Women","TOTAL","Total","1994","1994",41856621,,
"DEU","Germany","W","Women","TOTAL","Total","1995","1995",41943156,,
"DEU","Germany","W","Women","TOTAL","Total","1996","1996",42025002,,
"DEU","Germany","W","Women","TOTAL","Total","1997","1997",42061201,,
"DEU","Germany","W","Women","TOTAL","Total","1998","1998",42048966,,
"DEU","Germany","W","Women","TOTAL","Total","1999","1999",42052780,,
"DEU","Germany","W","Women","TOTAL","Total","2000","2000",42087848,,
"DEU","Germany","W","Women","TOTAL","Total","2001","2001",42134316,,
"DEU","Germany","W","Women","TOTAL","Total","2002","2002",42178716,,
"DEU","Germany","W","Women","TOTAL","Total","2003","2003",42183725,,
"DEU","Germany","W","Women","TOTAL","Total","2004","2004",42161445,,
"DEU","Germany","W","Women","TOTAL","Total","2005","2005",42122629,,
"DEU","Germany","W","Women","TOTAL","Total","2006","2006",42055883,,
"DEU","Germany","W","Women","TOTAL","Total","2007","2007",41978642,,
"DEU","Germany","W","Women","TOTAL","Total","2008","2008",41880811,,
"DEU","Germany","W","Women","TOTAL","Total","2009","2009",41758360,,
"DEU","Germany","W","Women","TOTAL","Total","2010","2010",41668915,,
"DEU","Germany","W","Women","TOTAL","Total","2011","2011",41097710,,
"DEU","Germany","W","Women","TOTAL","Total","2012","2012",41120365,,
"DEU","Germany","W","Women","TOTAL","Total","2013","2013",41176655,,
"DEU","Germany","W","Women","TOTAL","Total","2014","2014",41286307,,
"DEU","Germany","W","Women","TOTAL","Total","2015","2015",41511818,,
"DEU","Germany","W","Women","TOTAL","Total","2016","2016",41743046,,
"DEU","Germany","W","Women","TOTAL","Total","2017","2017",41886659,,
"DEU","Germany","W","Women","TOTAL","Total","2018","2018",42000654,,
"DEU","Germany","W","Women","TOTAL","Total","2019","2019",42090810,,
"DEU","Germany","W","Women","TOTAL","Total","2020","2020",42128807,,
"DEU","Germany","M","Men","TOTAL","Total","1990","1990",38304862,,
"DEU","Germany","M","Men","TOTAL","Total","1991","1991",38669543,,
"DEU","Germany","M","Men","TOTAL","Total","1992","1992",39069593,,
"DEU","Germany","M","Men","TOTAL","Total","1993","1993",39409283,,
"DEU","Germany","M","Men","TOTAL","Total","1994","1994",39581725,,
"DEU","Germany","M","Men","TOTAL","Total","1995","1995",39734890,,
"DEU","Germany","M","Men","TOTAL","Total","1996","1996",39889832,,
"DEU","Germany","M","Men","TOTAL","Total","1997","1997",39973574,,
"DEU","Germany","M","Men","TOTAL","Total","1998","1998",39998231,,
"DEU","Germany","M","Men","TOTAL","Total","1999","1999",40047463,,
"DEU","Germany","M","Men","TOTAL","Total","2000","2000",40123653,,
"DEU","Germany","M","Men","TOTAL","Total","2001","2001",40215610,,
"DEU","Germany","M","Men","TOTAL","Total","2002","2002",40309777,,
"DEU","Germany","M","Men","TOTAL","Total","2003","2003",40350450,,
"DEU","Germany","M","Men","TOTAL","Total","2004","2004",40354823,,
"DEU","Germany","M","Men","TOTAL","Total","2005","2005",40346792,,
"DEU","Germany","M","Men","TOTAL","Total","2006","2006",40320564,,
"DEU","Germany","M","Men","TOTAL","Total","2007","2007",40287731,,
"DEU","Germany","M","Men","TOTAL","Total","2008","2008",40229286,,
"DEU","Germany","M","Men","TOTAL","Total","2009","2009",40143948,,
"DEU","Germany","M","Men","TOTAL","Total","2010","2010",40108021,,
"DEU","Germany","M","Men","TOTAL","Total","2011","2011",39177271,,
"DEU","Germany","M","Men","TOTAL","Total","2012","2012",39305461,,
"DEU","Germany","M","Men","TOTAL","Total","2013","2013",39468950,,
"DEU","Germany","M","Men","TOTAL","Total","2014","2014",39696188,,
"DEU","Germany","M","Men","TOTAL","Total","2015","2015",40174790,,
"DEU","Germany","M","Men","TOTAL","Total","2016","2016",40605623,,
"DEU","Germany","M","Men","TOTAL","Total","2017","2017",40770341,,
"DEU","Germany","M","Men","TOTAL","Total","2018","2018",40905134,,
"DEU","Germany","M","Men","TOTAL","Total","2019","2019",41002148,,
"DEU","Germany","M","Men","TOTAL","Total","2020","2020",41032067,,
"DEU","Germany","T","Total","TOTAL","Total","1990","1990",79433034,,
"DEU","Germany","T","Total","TOTAL","Total","1991","1991",80013901,,
"DEU","Germany","T","Total","TOTAL","Total","1992","1992",80624601,,
"DEU","Germany","T","Total","TOTAL","Total","1993","1993",81156368,,
"DEU","Germany","T","Total","TOTAL","Total","1994","1994",81438346,,
"DEU","Germany","T","Total","TOTAL","Total","1995","1995",81678046,,
"DEU","Germany","T","Total","TOTAL","Total","1996","1996",81914834,,
"DEU","Germany","T","Total","TOTAL","Total","1997","1997",82034775,,
"DEU","Germany","T","Total","TOTAL","Total","1998","1998",82047197,,
"DEU","Germany","T","Total","TOTAL","Total","1999","1999",82100243,,
"DEU","Germany","T","Total","TOTAL","Total","2000","2000",82211501,,
"DEU","Germany","T","Total","TOTAL","Total","2001","2001",82349926,,
"DEU","Germany","T","Total","TOTAL","Total","2002","2002",82488493,,
"DEU","Germany","T","Total","TOTAL","Total","2003","2003",82534175,,
"DEU","Germany","T","Total","TOTAL","Total","2004","2004",82516268,,
"DEU","Germany","T","Total","TOTAL","Total","2005","2005",82469421,,
"DEU","Germany","T","Total","TOTAL","Total","2006","2006",82376447,,
"DEU","Germany","T","Total","TOTAL","Total","2007","2007",82266373,,
"DEU","Germany","T","Total","TOTAL","Total","2008","2008",82110097,,
"DEU","Germany","T","Total","TOTAL","Total","2009","2009",81902308,,
"DEU","Germany","T","Total","TOTAL","Total","2010","2010",81776936,,
"DEU","Germany","T","Total","TOTAL","Total","2011","2011",80274981,,
"DEU","Germany","T","Total","TOTAL","Total","2012","2012",80425826,,
"DEU","Germany","T","Total","TOTAL","Total","2013","2013",80645605,,
"DEU","Germany","T","Total","TOTAL","Total","2014","2014",80982495,,
"DEU","Germany","T","Total","TOTAL","Total","2015","2015",81686608,,
"DEU","Germany","T","Total","TOTAL","Total","2016","2016",82348669,,
"DEU","Germany","T","Total","TOTAL","Total","2017","2017",82657000,,
"DEU","Germany","T","Total","TOTAL","Total","2018","2018",82905788,,
"DEU","Germany","T","Total","TOTAL","Total","2019","2019",83092958,,
"DEU","Germany","T","Total","TOTAL","Total","2020","2020",83160874,,
"DEU","Germany","W","Women","0_4","0 to 4","1990","1990",2158130,,
"DEU","Germany","W","Women","0_4","0 to 4","1991","1991",2185516,,
"DEU","Germany","W","Women","0_4","0 to 4","1992","1992",2173685,,
"DEU","Germany","W","Women","0_4","0 to 4","1993","1993",2135992,,
"DEU","Germany","W","Women","0_4","0 to 4","1994","1994",2074323,,
"DEU","Germany","W","Women","0_4","0 to 4","1995","1995",2003128,,
"DEU","Germany","W","Women","0_4","0 to 4","1996","1996",1954166,,
"DEU","Germany","W","Women","0_4","0 to 4","1997","1997",1937829,,
"DEU","Germany","W","Women","0_4","0 to 4","1998","1998",1926548,,
"DEU","Germany","W","Women","0_4","0 to 4","1999","1999",1920338,,
"DEU","Germany","W","Women","0_4","0 to 4","2000","2000",1920421,,
"DEU","Germany","W","Women","0_4","0 to 4","2001","2001",1906986,,
"DEU","Germany","W","Women","0_4","0 to 4","2002","2002",1872575,,
"DEU","Germany","W","Women","0_4","0 to 4","2003","2003",1832677,,
"DEU","Germany","W","Women","0_4","0 to 4","2004","2004",1798353,,
"DEU","Germany","W","Women","0_4","0 to 4","2005","2005",1760746,,
"DEU","Germany","W","Women","0_4","0 to 4","2006","2006",1722805,,
"DEU","Germany","W","Women","0_4","0 to 4","2007","2007",1697470,,
"DEU","Germany","W","Women","0_4","0 to 4","2008","2008",1683024,,
"DEU","Germany","W","Women","0_4","0 to 4","2009","2009",1668786,,
"DEU","Germany","W","Women","0_4","0 to 4","2010","2010",1660387,,
"DEU","Germany","W","Women","0_4","0 to 4","2011","2011",1650726,,
"DEU","Germany","W","Women","0_4","0 to 4","2012","2012",1651521,,
"DEU","Germany","W","Women","0_4","0 to 4","2013","2013",1657061,,
"DEU","Germany","W","Women","0_4","0 to 4","2014","2014",1679831,,
"DEU","Germany","W","Women","0_4","0 to 4","2015","2015",1727862,,
"DEU","Germany","W","Women","0_4","0 to 4","2016","2016",1792556,,
"DEU","Germany","W","Women","0_4","0 to 4","2017","2017",1850209,,
"DEU","Germany","W","Women","0_4","0 to 4","2018","2018",1892430,,
"DEU","Germany","W","Women","0_4","0 to 4","2019","2019",1920984,,
"DEU","Germany","W","Women","0_4","0 to 4","2020","2020",1931360,,
"DEU","Germany","M","Men","0_4","0 to 4","1990","1990",2274404,,
"DEU","Germany","M","Men","0_4","0 to 4","1991","1991",2304420,,
"DEU","Germany","M","Men","0_4","0 to 4","1992","1992",2290363,,
"DEU","Germany","M","Men","0_4","0 to 4","1993","1993",2248422,,
"DEU","Germany","M","Men","0_4","0 to 4","1994","1994",2185049,,
"DEU","Germany","M","Men","0_4","0 to 4","1995","1995",2111254,,
"DEU","Germany","M","Men","0_4","0 to 4","1996","1996",2059784,,
"DEU","Germany","M","Men","0_4","0 to 4","1997","1997",2043989,,
"DEU","Germany","M","Men","0_4","0 to 4","1998","1998",2032667,,
"DEU","Germany","M","Men","0_4","0 to 4","1999","1999",2025737,,
"DEU","Germany","M","Men","0_4","0 to 4","2000","2000",2025319,,
"DEU","Germany","M","Men","0_4","0 to 4","2001","2001",2011427,,
"DEU","Germany","M","Men","0_4","0 to 4","2002","2002",1976178,,
"DEU","Germany","M","Men","0_4","0 to 4","2003","2003",1931745,,
"DEU","Germany","M","Men","0_4","0 to 4","2004","2004",1891968,,
"DEU","Germany","M","Men","0_4","0 to 4","2005","2005",1852845,,
"DEU","Germany","M","Men","0_4","0 to 4","2006","2006",1814698,,
"DEU","Germany","M","Men","0_4","0 to 4","2007","2007",1789125,,
"DEU","Germany","M","Men","0_4","0 to 4","2008","2008",1774085,,
"DEU","Germany","M","Men","0_4","0 to 4","2009","2009",1758605,,
"DEU","Germany","M","Men","0_4","0 to 4","2010","2010",1748978,,
"DEU","Germany","M","Men","0_4","0 to 4","2011","2011",1737932,,
"DEU","Germany","M","Men","0_4","0 to 4","2012","2012",1737893,,
"DEU","Germany","M","Men","0_4","0 to 4","2013","2013",1743806,,
"DEU","Germany","M","Men","0_4","0 to 4","2014","2014",1768121,,
"DEU","Germany","M","Men","0_4","0 to 4","2015","2015",1822117,,
"DEU","Germany","M","Men","0_4","0 to 4","2016","2016",1892441,,
"DEU","Germany","M","Men","0_4","0 to 4","2017","2017",1951404,,
"DEU","Germany","M","Men","0_4","0 to 4","2018","2018",1994158,,
"DEU","Germany","M","Men","0_4","0 to 4","2019","2019",2022903,,
"DEU","Germany","M","Men","0_4","0 to 4","2020","2020",2033897,,
"DEU","Germany","T","Total","0_4","0 to 4","1990","1990",4432534,,
"DEU","Germany","T","Total","0_4","0 to 4","1991","1991",4489936,,
"DEU","Germany","T","Total","0_4","0 to 4","1992","1992",4464048,,
"DEU","Germany","T","Total","0_4","0 to 4","1993","1993",4384414,,
"DEU","Germany","T","Total","0_4","0 to 4","1994","1994",4259372,,
"DEU","Germany","T","Total","0_4","0 to 4","1995","1995",4114382,,
"DEU","Germany","T","Total","0_4","0 to 4","1996","1996",4013950,,
"DEU","Germany","T","Total","0_4","0 to 4","1997","1997",3981818,,
"DEU","Germany","T","Total","0_4","0 to 4","1998","1998",3959215,,
"DEU","Germany","T","Total","0_4","0 to 4","1999","1999",3946075,,
"DEU","Germany","T","Total","0_4","0 to 4","2000","2000",3945740,,
"DEU","Germany","T","Total","0_4","0 to 4","2001","2001",3918413,,
"DEU","Germany","T","Total","0_4","0 to 4","2002","2002",3848753,,
"DEU","Germany","T","Total","0_4","0 to 4","2003","2003",3764422,,
"DEU","Germany","T","Total","0_4","0 to 4","2004","2004",3690321,,
"DEU","Germany","T","Total","0_4","0 to 4","2005","2005",3613591,,
"DEU","Germany","T","Total","0_4","0 to 4","2006","2006",3537503,,
"DEU","Germany","T","Total","0_4","0 to 4","2007","2007",3486595,,
"DEU","Germany","T","Total","0_4","0 to 4","2008","2008",3457109,,
"DEU","Germany","T","Total","0_4","0 to 4","2009","2009",3427391,,
"DEU","Germany","T","Total","0_4","0 to 4","2010","2010",3409365,,
"DEU","Germany","T","Total","0_4","0 to 4","2011","2011",3388658,,
"DEU","Germany","T","Total","0_4","0 to 4","2012","2012",3389414,,
"DEU","Germany","T","Total","0_4","0 to 4","2013","2013",3400867,,
"DEU","Germany","T","Total","0_4","0 to 4","2014","2014",3447952,,
"DEU","Germany","T","Total","0_4","0 to 4","2015","2015",3549979,,
"DEU","Germany","T","Total","0_4","0 to 4","2016","2016",3684997,,
"DEU","Germany","T","Total","0_4","0 to 4","2017","2017",3801613,,
"DEU","Germany","T","Total","0_4","0 to 4","2018","2018",3886588,,
"DEU","Germany","T","Total","0_4","0 to 4","2019","2019",3943887,,
"DEU","Germany","T","Total","0_4","0 to 4","2020","2020",3965257,,
"DEU","Germany","W","Women","05_9","5 to 9","1990","1990",2084750,,
"DEU","Germany","W","Women","05_9","5 to 9","1991","1991",2103065,,
"DEU","Germany","W","Women","05_9","5 to 9","1992","1992",2134016,,
"DEU","Germany","W","Women","05_9","5 to 9","1993","1993",2178365,,
"DEU","Germany","W","Women","05_9","5 to 9","1994","1994",2224407,,
"DEU","Germany","W","Women","05_9","5 to 9","1995","1995",2265980,,
"DEU","Germany","W","Women","05_9","5 to 9","1996","1996",2278460,,
"DEU","Germany","W","Women","05_9","5 to 9","1997","1997",2244175,,
"DEU","Germany","W","Women","05_9","5 to 9","1998","1998",2181129,,
"DEU","Germany","W","Women","05_9","5 to 9","1999","1999",2106477,,
"DEU","Germany","W","Women","05_9","5 to 9","2000","2000",2026923,,
"DEU","Germany","W","Women","05_9","5 to 9","2001","2001",1970078,,
"DEU","Germany","W","Women","05_9","5 to 9","2002","2002",1953083,,
"DEU","Germany","W","Women","05_9","5 to 9","2003","2003",1944820,,
"DEU","Germany","W","Women","05_9","5 to 9","2004","2004",1937327,,
"DEU","Germany","W","Women","05_9","5 to 9","2005","2005",1933995,,
"DEU","Germany","W","Women","05_9","5 to 9","2006","2006",1916653,,
"DEU","Germany","W","Women","05_9","5 to 9","2007","2007",1876310,,
"DEU","Germany","W","Women","05_9","5 to 9","2008","2008",1831170,,
"DEU","Germany","W","Women","05_9","5 to 9","2009","2009",1793920,,
"DEU","Germany","W","Women","05_9","5 to 9","2010","2010",1757885,,
"DEU","Germany","W","Women","05_9","5 to 9","2011","2011",1715331,,
"DEU","Germany","W","Women","05_9","5 to 9","2012","2012",1698944,,
"DEU","Germany","W","Women","05_9","5 to 9","2013","2013",1696918,,
"DEU","Germany","W","Women","05_9","5 to 9","2014","2014",1699097,,
"DEU","Germany","W","Women","05_9","5 to 9","2015","2015",1717819,,
"DEU","Germany","W","Women","05_9","5 to 9","2016","2016",1746431,,
"DEU","Germany","W","Women","05_9","5 to 9","2017","2017",1763767,,
"DEU","Germany","W","Women","05_9","5 to 9","2018","2018",1775430,,
"DEU","Germany","W","Women","05_9","5 to 9","2019","2019",1796094,,
"DEU","Germany","W","Women","05_9","5 to 9","2020","2020",1825762,,
"DEU","Germany","M","Men","05_9","5 to 9","1990","1990",2193970,,
"DEU","Germany","M","Men","05_9","5 to 9","1991","1991",2214914,,
"DEU","Germany","M","Men","05_9","5 to 9","1992","1992",2249160,,
"DEU","Germany","M","Men","05_9","5 to 9","1993","1993",2297166,,
"DEU","Germany","M","Men","05_9","5 to 9","1994","1994",2345012,,
"DEU","Germany","M","Men","05_9","5 to 9","1995","1995",2388483,,
"DEU","Germany","M","Men","05_9","5 to 9","1996","1996",2402710,,
"DEU","Germany","M","Men","05_9","5 to 9","1997","1997",2365215,,
"DEU","Germany","M","Men","05_9","5 to 9","1998","1998",2296726,,
"DEU","Germany","M","Men","05_9","5 to 9","1999","1999",2219021,,
"DEU","Germany","M","Men","05_9","5 to 9","2000","2000",2135549,,
"DEU","Germany","M","Men","05_9","5 to 9","2001","2001",2075173,,
"DEU","Germany","M","Men","05_9","5 to 9","2002","2002",2058416,,
"DEU","Germany","M","Men","05_9","5 to 9","2003","2003",2050192,,
"DEU","Germany","M","Men","05_9","5 to 9","2004","2004",2042258,,
"DEU","Germany","M","Men","05_9","5 to 9","2005","2005",2037757,,
"DEU","Germany","M","Men","05_9","5 to 9","2006","2006",2018024,,
"DEU","Germany","M","Men","05_9","5 to 9","2007","2007",1975248,,
"DEU","Germany","M","Men","05_9","5 to 9","2008","2008",1927469,,
"DEU","Germany","M","Men","05_9","5 to 9","2009","2009",1887441,,
"DEU","Germany","M","Men","05_9","5 to 9","2010","2010",1850150,,
"DEU","Germany","M","Men","05_9","5 to 9","2011","2011",1807952,,
"DEU","Germany","M","Men","05_9","5 to 9","2012","2012",1790874,,
"DEU","Germany","M","Men","05_9","5 to 9","2013","2013",1788516,,
"DEU","Germany","M","Men","05_9","5 to 9","2014","2014",1790922,,
"DEU","Germany","M","Men","05_9","5 to 9","2015","2015",1813877,,
"DEU","Germany","M","Men","05_9","5 to 9","2016","2016",1846490,,
"DEU","Germany","M","Men","05_9","5 to 9","2017","2017",1864304,,
"DEU","Germany","M","Men","05_9","5 to 9","2018","2018",1876796,,
"DEU","Germany","M","Men","05_9","5 to 9","2019","2019",1898509,,
"DEU","Germany","M","Men","05_9","5 to 9","2020","2020",1929507,,
"DEU","Germany","T","Total","05_9","5 to 9","1990","1990",4278720,,
"DEU","Germany","T","Total","05_9","5 to 9","1991","1991",4317979,,
"DEU","Germany","T","Total","05_9","5 to 9","1992","1992",4383176,,
"DEU","Germany","T","Total","05_9","5 to 9","1993","1993",4475531,,
"DEU","Germany","T","Total","05_9","5 to 9","1994","1994",4569419,,
"DEU","Germany","T","Total","05_9","5 to 9","1995","1995",4654463,,
"DEU","Germany","T","Total","05_9","5 to 9","1996","1996",4681170,,
"DEU","Germany","T","Total","05_9","5 to 9","1997","1997",4609390,,
"DEU","Germany","T","Total","05_9","5 to 9","1998","1998",4477855,,
"DEU","Germany","T","Total","05_9","5 to 9","1999","1999",4325498,,
"DEU","Germany","T","Total","05_9","5 to 9","2000","2000",4162472,,
"DEU","Germany","T","Total","05_9","5 to 9","2001","2001",4045251,,
"DEU","Germany","T","Total","05_9","5 to 9","2002","2002",4011499,,
"DEU","Germany","T","Total","05_9","5 to 9","2003","2003",3995012,,
"DEU","Germany","T","Total","05_9","5 to 9","2004","2004",3979585,,
"DEU","Germany","T","Total","05_9","5 to 9","2005","2005",3971752,,
"DEU","Germany","T","Total","05_9","5 to 9","2006","2006",3934677,,
"DEU","Germany","T","Total","05_9","5 to 9","2007","2007",3851558,,
"DEU","Germany","T","Total","05_9","5 to 9","2008","2008",3758639,,
"DEU","Germany","T","Total","05_9","5 to 9","2009","2009",3681361,,
"DEU","Germany","T","Total","05_9","5 to 9","2010","2010",3608035,,
"DEU","Germany","T","Total","05_9","5 to 9","2011","2011",3523283,,
"DEU","Germany","T","Total","05_9","5 to 9","2012","2012",3489818,,
"DEU","Germany","T","Total","05_9","5 to 9","2013","2013",3485434,,
"DEU","Germany","T","Total","05_9","5 to 9","2014","2014",3490019,,
"DEU","Germany","T","Total","05_9","5 to 9","2015","2015",3531696,,
"DEU","Germany","T","Total","05_9","5 to 9","2016","2016",3592921,,
"DEU","Germany","T","Total","05_9","5 to 9","2017","2017",3628071,,
"DEU","Germany","T","Total","05_9","5 to 9","2018","2018",3652226,,
"DEU","Germany","T","Total","05_9","5 to 9","2019","2019",3694603,,
"DEU","Germany","T","Total","05_9","5 to 9","2020","2020",3755269,,
"DEU","Germany","W","Women","10_14","10 to 14","1990","1990",1982884,,
"DEU","Germany","W","Women","10_14","10 to 14","1991","1991",2048908,,
"DEU","Germany","W","Women","10_14","10 to 14","1992","1992",2105026,,
"DEU","Germany","W","Women","10_14","10 to 14","1993","1993",2150013,,
"DEU","Germany","W","Women","10_14","10 to 14","1994","1994",2178368,,
"DEU","Germany","W","Women","10_14","10 to 14","1995","1995",2190349,,
"DEU","Germany","W","Women","10_14","10 to 14","1996","1996",2199518,,
"DEU","Germany","W","Women","10_14","10 to 14","1997","1997",2215247,,
"DEU","Germany","W","Women","10_14","10 to 14","1998","1998",2239298,,
"DEU","Germany","W","Women","10_14","10 to 14","1999","1999",2271274,,
"DEU","Germany","W","Women","10_14","10 to 14","2000","2000",2301626,,
"DEU","Germany","W","Women","10_14","10 to 14","2001","2001",2303963,,
"DEU","Germany","W","Women","10_14","10 to 14","2002","2002",2267230,,
"DEU","Germany","W","Women","10_14","10 to 14","2003","2003",2206263,,
"DEU","Germany","W","Women","10_14","10 to 14","2004","2004",2129953,,
"DEU","Germany","W","Women","10_14","10 to 14","2005","2005",2046189,,
"DEU","Germany","W","Women","10_14","10 to 14","2006","2006",1983763,,
"DEU","Germany","W","Women","10_14","10 to 14","2007","2007",1958873,,
"DEU","Germany","W","Women","10_14","10 to 14","2008","2008",1944694,,
"DEU","Germany","W","Women","10_14","10 to 14","2009","2009",1933695,,
"DEU","Germany","W","Women","10_14","10 to 14","2010","2010",1930492,,
"DEU","Germany","W","Women","10_14","10 to 14","2011","2011",1907778,,
"DEU","Germany","W","Women","10_14","10 to 14","2012","2012",1873994,,
"DEU","Germany","W","Women","10_14","10 to 14","2013","2013",1838048,,
"DEU","Germany","W","Women","10_14","10 to 14","2014","2014",1813657,,
"DEU","Germany","W","Women","10_14","10 to 14","2015","2015",1799394,,
"DEU","Germany","W","Women","10_14","10 to 14","2016","2016",1789185,,
"DEU","Germany","W","Women","10_14","10 to 14","2017","2017",1786090,,
"DEU","Germany","W","Women","10_14","10 to 14","2018","2018",1792629,,
"DEU","Germany","W","Women","10_14","10 to 14","2019","2019",1797756,,
"DEU","Germany","W","Women","10_14","10 to 14","2020","2020",1803374,,
"DEU","Germany","M","Men","10_14","10 to 14","1990","1990",2092446,,
"DEU","Germany","M","Men","10_14","10 to 14","1991","1991",2160384,,
"DEU","Germany","M","Men","10_14","10 to 14","1992","1992",2218602,,
"DEU","Germany","M","Men","10_14","10 to 14","1993","1993",2264847,,
"DEU","Germany","M","Men","10_14","10 to 14","1994","1994",2293860,,
"DEU","Germany","M","Men","10_14","10 to 14","1995","1995",2307213,,
"DEU","Germany","M","Men","10_14","10 to 14","1996","1996",2318231,,
"DEU","Germany","M","Men","10_14","10 to 14","1997","1997",2336373,,
"DEU","Germany","M","Men","10_14","10 to 14","1998","1998",2362859,,
"DEU","Germany","M","Men","10_14","10 to 14","1999","1999",2395680,,
"DEU","Germany","M","Men","10_14","10 to 14","2000","2000",2427289,,
"DEU","Germany","M","Men","10_14","10 to 14","2001","2001",2430415,,
"DEU","Germany","M","Men","10_14","10 to 14","2002","2002",2389730,,
"DEU","Germany","M","Men","10_14","10 to 14","2003","2003",2323150,,
"DEU","Germany","M","Men","10_14","10 to 14","2004","2004",2243527,,
"DEU","Germany","M","Men","10_14","10 to 14","2005","2005",2155732,,
"DEU","Germany","M","Men","10_14","10 to 14","2006","2006",2089676,,
"DEU","Germany","M","Men","10_14","10 to 14","2007","2007",2064506,,
"DEU","Germany","M","Men","10_14","10 to 14","2008","2008",2049960,,
"DEU","Germany","M","Men","10_14","10 to 14","2009","2009",2038423,,
"DEU","Germany","M","Men","10_14","10 to 14","2010","2010",2034027,,
"DEU","Germany","M","Men","10_14","10 to 14","2011","2011",2008599,,
"DEU","Germany","M","Men","10_14","10 to 14","2012","2012",1974731,,
"DEU","Germany","M","Men","10_14","10 to 14","2013","2013",1938318,,
"DEU","Germany","M","Men","10_14","10 to 14","2014","2014",1912950,,
"DEU","Germany","M","Men","10_14","10 to 14","2015","2015",1902856,,
"DEU","Germany","M","Men","10_14","10 to 14","2016","2016",1897745,,
"DEU","Germany","M","Men","10_14","10 to 14","2017","2017",1894390,,
"DEU","Germany","M","Men","10_14","10 to 14","2018","2018",1899845,,
"DEU","Germany","M","Men","10_14","10 to 14","2019","2019",1904790,,
"DEU","Germany","M","Men","10_14","10 to 14","2020","2020",1910631,,
"DEU","Germany","T","Total","10_14","10 to 14","1990","1990",4075330,,
"DEU","Germany","T","Total","10_14","10 to 14","1991","1991",4209292,,
"DEU","Germany","T","Total","10_14","10 to 14","1992","1992",4323628,,
"DEU","Germany","T","Total","10_14","10 to 14","1993","1993",4414860,,
"DEU","Germany","T","Total","10_14","10 to 14","1994","1994",4472228,,
"DEU","Germany","T","Total","10_14","10 to 14","1995","1995",4497562,,
"DEU","Germany","T","Total","10_14","10 to 14","1996","1996",4517749,,
"DEU","Germany","T","Total","10_14","10 to 14","1997","1997",4551620,,
"DEU","Germany","T","Total","10_14","10 to 14","1998","1998",4602157,,
"DEU","Germany","T","Total","10_14","10 to 14","1999","1999",4666954,,
"DEU","Germany","T","Total","10_14","10 to 14","2000","2000",4728915,,
"DEU","Germany","T","Total","10_14","10 to 14","2001","2001",4734378,,
"DEU","Germany","T","Total","10_14","10 to 14","2002","2002",4656960,,
"DEU","Germany","T","Total","10_14","10 to 14","2003","2003",4529413,,
"DEU","Germany","T","Total","10_14","10 to 14","2004","2004",4373480,,
"DEU","Germany","T","Total","10_14","10 to 14","2005","2005",4201921,,
"DEU","Germany","T","Total","10_14","10 to 14","2006","2006",4073439,,
"DEU","Germany","T","Total","10_14","10 to 14","2007","2007",4023379,,
"DEU","Germany","T","Total","10_14","10 to 14","2008","2008",3994654,,
"DEU","Germany","T","Total","10_14","10 to 14","2009","2009",3972118,,
"DEU","Germany","T","Total","10_14","10 to 14","2010","2010",3964519,,
"DEU","Germany","T","Total","10_14","10 to 14","2011","2011",3916377,,
"DEU","Germany","T","Total","10_14","10 to 14","2012","2012",3848725,,
"DEU","Germany","T","Total","10_14","10 to 14","2013","2013",3776366,,
"DEU","Germany","T","Total","10_14","10 to 14","2014","2014",3726607,,
"DEU","Germany","T","Total","10_14","10 to 14","2015","2015",3702250,,
"DEU","Germany","T","Total","10_14","10 to 14","2016","2016",3686930,,
"DEU","Germany","T","Total","10_14","10 to 14","2017","2017",3680480,,
"DEU","Germany","T","Total","10_14","10 to 14","2018","2018",3692474,,
"DEU","Germany","T","Total","10_14","10 to 14","2019","2019",3702546,,
"DEU","Germany","T","Total","10_14","10 to 14","2020","2020",3714005,,
"DEU","Germany","W","Women","15_19","15 to 19","1990","1990",2186762,,
"DEU","Germany","W","Women","15_19","15 to 19","1991","1991",2083537,,
"DEU","Germany","W","Women","15_19","15 to 19","1992","1992",2030925,,
"DEU","Germany","W","Women","15_19","15 to 19","1993","1993",2029681,,
"DEU","Germany","W","Women","15_19","15 to 19","1994","1994",2053206,,
"DEU","Germany","W","Women","15_19","15 to 19","1995","1995",2100864,,
"DEU","Germany","W","Women","15_19","15 to 19","1996","1996",2158200,,
"DEU","Germany","W","Women","15_19","15 to 19","1997","1997",2201242,,
"DEU","Germany","W","Women","15_19","15 to 19","1998","1998",2230223,,
"DEU","Germany","W","Women","15_19","15 to 19","1999","1999",2248139,,
"DEU","Germany","W","Women","15_19","15 to 19","2000","2000",2251635,,
"DEU","Germany","W","Women","15_19","15 to 19","2001","2001",2253335,,
"DEU","Germany","W","Women","15_19","15 to 19","2002","2002",2267458,,
"DEU","Germany","W","Women","15_19","15 to 19","2003","2003",2292135,,
"DEU","Germany","W","Women","15_19","15 to 19","2004","2004",2320645,,
"DEU","Germany","W","Women","15_19","15 to 19","2005","2005",2344253,,
"DEU","Germany","W","Women","15_19","15 to 19","2006","2006",2338246,,
"DEU","Germany","W","Women","15_19","15 to 19","2007","2007",2292164,,
